cliente_id,sector_industrial,antiguedad_meses,licencias_contratadas,tipo_soporte,metodo_pago,churn
CLI-1098,Entretenimiento & Medios,7,15,Básico,Transferencia Bancaria (ACH),0
CLI-1099,Logística y Distribución,4,5,Premium,PayPal Business,1
CLI-1100,Entretenimiento & Medios,3,12,Básico,PayPal Business,0
CLI-1101,Retail y Comercio,11,18,Premium,PayPal Business,0
CLI-1102,Logística y Distribución,24,24,Premium,PayPal Business,0
CLI-1103,Fintech & Banca,8,54,Premium,Transferencia Bancaria (ACH),0
CLI-1104,Entretenimiento & Medios,33,15,Básico,PayPal Business,0
CLI-1105,Retail y Comercio,6,25,Básico,Tarjeta de Crédito,0
CLI-1106,Retail y Comercio,12,14,Premium,Tarjeta de Crédito,0
CLI-1107,Logística y Distribución,9,13,Básico,Tarjeta de Crédito,0
CLI-1108,Educación / EdTech,11,21,Premium,PayPal Business,0
CLI-1109,Entretenimiento & Medios,4,16,Básico,PayPal Business,0
CLI-1110,Salud & Pharma,12,7,Básico,Tarjeta de Crédito,0
CLI-1111,Entretenimiento & Medios,6,5,Premium,Tarjeta de Crédito,0
CLI-1112,Entretenimiento & Medios,5,20,Básico,Tarjeta de Crédito,0
CLI-1113,Manufactura Avanzada,5,29,Básico,Transferencia Bancaria (ACH),0
CLI-1114,Fintech & Banca,27,31,Básico,Transferencia Bancaria (ACH),0
CLI-1115,Retail y Comercio,39,15,Básico,Transferencia Bancaria (ACH),0
CLI-1116,Entretenimiento & Medios,9,17,Premium,PayPal Business,0
CLI-1117,Educación / EdTech,9,15,Premium,Tarjeta de Crédito,0
CLI-1118,Entretenimiento & Medios,25,9,Básico,Transferencia Bancaria (ACH),0
CLI-1119,Retail y Comercio,18,10,Premium,PayPal Business,0
CLI-1120,Entretenimiento & Medios,7,10,Básico,Tarjeta de Crédito,0
CLI-1121,Educación / EdTech,3,16,Básico,Transferencia Bancaria (ACH),0
CLI-1122,Entretenimiento & Medios,22,17,Básico,PayPal Business,0
CLI-1123,Fintech & Banca,11,31,Básico,PayPal Business,0
CLI-1124,Educación / EdTech,38,13,Básico,Transferencia Bancaria (ACH),0
CLI-1125,Logística y Distribución,7,11,Premium,PayPal Business,0
CLI-1126,Entretenimiento & Medios,11,10,Básico,Tarjeta de Crédito,0
CLI-1127,Educación / EdTech,23,14,Básico,Transferencia Bancaria (ACH),0
CLI-1128,Retail y Comercio,15,7,Premium,Transferencia Bancaria (ACH),0
CLI-1129,Retail y Comercio,23,22,Básico,PayPal Business,1
CLI-1130,Entretenimiento & Medios,3,12,Básico,PayPal Business,1
CLI-1131,Salud & Pharma,8,29,Premium,PayPal Business,0
CLI-1132,Retail y Comercio,12,16,Básico,Tarjeta de Crédito,0
CLI-1133,Salud & Pharma,3,15,Básico,Tarjeta de Crédito,0
CLI-1134,Entretenimiento & Medios,28,11,Básico,Tarjeta de Crédito,0
CLI-1135,Retail y Comercio,3,5,Básico,Transferencia Bancaria (ACH),1
CLI-1136,Manufactura Avanzada,21,36,Básico,Tarjeta de Crédito,0
CLI-1137,Salud & Pharma,16,10,Básico,Transferencia Bancaria (ACH),0
CLI-1138,Entretenimiento & Medios,25,11,Básico,Tarjeta de Crédito,1
CLI-1139,Educación / EdTech,22,16,Básico,Transferencia Bancaria (ACH),1
CLI-1140,Entretenimiento & Medios,18,12,Básico,Tarjeta de Crédito,0
CLI-1141,Logística y Distribución,40,11,Básico,Transferencia Bancaria (ACH),0
CLI-1142,Educación / EdTech,27,14,Básico,Tarjeta de Crédito,0
CLI-1143,Retail y Comercio,23,10,Básico,Tarjeta de Crédito,0
CLI-1144,Retail y Comercio,48,7,Premium,Tarjeta de Crédito,0
CLI-1145,Retail y Comercio,40,19,Premium,Tarjeta de Crédito,0
CLI-1146,Educación / EdTech,8,6,Premium,Tarjeta de Crédito,1
CLI-1147,Educación / EdTech,44,16,Básico,Transferencia Bancaria (ACH),0
CLI-1148,Entretenimiento & Medios,7,18,Premium,Tarjeta de Crédito,0
CLI-1149,Logística y Distribución,3,20,Básico,PayPal Business,1
CLI-1150,Fintech & Banca,48,52,Básico,Transferencia Bancaria (ACH),1
CLI-1151,Manufactura Avanzada,8,38,Básico,Tarjeta de Crédito,0
CLI-1152,Salud & Pharma,8,10,Premium,Tarjeta de Crédito,1
CLI-1153,Retail y Comercio,41,12,Premium,Tarjeta de Crédito,0
CLI-1154,Salud & Pharma,3,8,Básico,PayPal Business,1
CLI-1155,Logística y Distribución,5,8,Premium,Tarjeta de Crédito,1
CLI-1156,Educación / EdTech,11,16,Básico,Tarjeta de Crédito,1
CLI-1157,Retail y Comercio,6,27,Premium,Transferencia Bancaria (ACH),0
CLI-1158,Entretenimiento & Medios,22,12,Básico,Tarjeta de Crédito,0
CLI-1159,Educación / EdTech,35,18,Básico,Tarjeta de Crédito,1
CLI-1160,Manufactura Avanzada,3,48,Básico,Tarjeta de Crédito,0
CLI-1161,Fintech & Banca,18,19,Premium,Transferencia Bancaria (ACH),0
CLI-1162,Fintech & Banca,34,21,Premium,PayPal Business,0
CLI-1163,Salud & Pharma,8,8,Básico,PayPal Business,0
CLI-1164,Entretenimiento & Medios,5,20,Básico,Tarjeta de Crédito,1
CLI-1165,Logística y Distribución,10,16,Básico,Tarjeta de Crédito,0
CLI-1166,Manufactura Avanzada,12,60,Básico,PayPal Business,0
CLI-1167,Salud & Pharma,15,7,Básico,Transferencia Bancaria (ACH),0
CLI-1168,Fintech & Banca,14,37,Premium,Transferencia Bancaria (ACH),0
CLI-1169,Fintech & Banca,8,50,Premium,PayPal Business,0
CLI-1170,Educación / EdTech,27,22,Básico,PayPal Business,0
CLI-1171,Educación / EdTech,17,13,Básico,Tarjeta de Crédito,0
CLI-1172,Educación / EdTech,3,20,Premium,Transferencia Bancaria (ACH),1
CLI-1173,Manufactura Avanzada,25,42,Básico,PayPal Business,1
CLI-1174,Salud & Pharma,4,9,Premium,Transferencia Bancaria (ACH),0
CLI-1175,Entretenimiento & Medios,6,15,Premium,Tarjeta de Crédito,0
CLI-1176,Logística y Distribución,3,10,Premium,Tarjeta de Crédito,0
CLI-1177,Manufactura Avanzada,13,19,Premium,Tarjeta de Crédito,0
CLI-1178,Logística y Distribución,26,18,Premium,Transferencia Bancaria (ACH),0
CLI-1179,Fintech & Banca,7,39,Básico,Transferencia Bancaria (ACH),0
CLI-1180,Manufactura Avanzada,3,45,Básico,Transferencia Bancaria (ACH),1
CLI-1181,Educación / EdTech,19,5,Básico,Tarjeta de Crédito,0
CLI-1182,Entretenimiento & Medios,7,13,Básico,Tarjeta de Crédito,1
CLI-1183,Logística y Distribución,9,17,Básico,Tarjeta de Crédito,0
CLI-1184,Logística y Distribución,9,17,Básico,Tarjeta de Crédito,0
CLI-1185,Salud & Pharma,25,8,Básico,PayPal Business,1
CLI-1186,Educación / EdTech,11,11,Básico,PayPal Business,0
CLI-1187,Salud & Pharma,28,11,Premium,PayPal Business,0
CLI-1188,Educación / EdTech,27,7,Básico,PayPal Business,0
CLI-1189,Fintech & Banca,11,44,Básico,Transferencia Bancaria (ACH),1
CLI-1190,Logística y Distribución,41,13,Premium,PayPal Business,0
CLI-1191,Entretenimiento & Medios,13,14,Básico,Tarjeta de Crédito,0
CLI-1192,Salud & Pharma,5,11,Premium,PayPal Business,0
CLI-1193,Entretenimiento & Medios,48,25,Básico,PayPal Business,0
CLI-1194,Logística y Distribución,10,17,Básico,Transferencia Bancaria (ACH),0
CLI-1195,Educación / EdTech,16,16,Básico,Tarjeta de Crédito,1
CLI-1196,Logística y Distribución,9,17,Básico,Transferencia Bancaria (ACH),1
CLI-1197,Manufactura Avanzada,10,44,Básico,PayPal Business,1
CLI-1198,Educación / EdTech,9,17,Básico,PayPal Business,0
CLI-1199,Fintech & Banca,4,27,Premium,Tarjeta de Crédito,1
CLI-1200,Fintech & Banca,18,18,Básico,PayPal Business,1
CLI-1201,Salud & Pharma,10,12,Premium,Transferencia Bancaria (ACH),0
CLI-1202,Entretenimiento & Medios,3,12,Básico,PayPal Business,1
CLI-1203,Retail y Comercio,5,15,Básico,Tarjeta de Crédito,0
CLI-1204,Entretenimiento & Medios,12,21,Premium,Transferencia Bancaria (ACH),0
CLI-1205,Logística y Distribución,47,17,Premium,Tarjeta de Crédito,0
CLI-1206,Salud & Pharma,37,13,Básico,Transferencia Bancaria (ACH),0
CLI-1207,Retail y Comercio,16,23,Básico,PayPal Business,0
CLI-1208,Educación / EdTech,18,11,Básico,Tarjeta de Crédito,0
CLI-1209,Manufactura Avanzada,21,36,Premium,Transferencia Bancaria (ACH),0
CLI-1210,Entretenimiento & Medios,13,16,Premium,PayPal Business,0
CLI-1211,Fintech & Banca,10,48,Básico,Transferencia Bancaria (ACH),0
CLI-1212,Manufactura Avanzada,29,37,Básico,PayPal Business,0
CLI-1213,Fintech & Banca,13,48,Básico,PayPal Business,0
CLI-1214,Logística y Distribución,3,5,Básico,Tarjeta de Crédito,1
CLI-1215,Salud & Pharma,3,24,Básico,Transferencia Bancaria (ACH),1
CLI-1216,Fintech & Banca,18,31,Premium,Tarjeta de Crédito,0
CLI-1217,Entretenimiento & Medios,44,23,Básico,Tarjeta de Crédito,0
CLI-1218,Educación / EdTech,48,12,Básico,PayPal Business,0
CLI-1219,Fintech & Banca,15,55,Básico,Transferencia Bancaria (ACH),0
CLI-1220,Educación / EdTech,42,21,Básico,Transferencia Bancaria (ACH),0
CLI-1221,Logística y Distribución,16,10,Básico,PayPal Business,0
CLI-1222,Manufactura Avanzada,10,27,Básico,PayPal Business,0
CLI-1223,Fintech & Banca,5,57,Premium,Tarjeta de Crédito,0
CLI-1224,Logística y Distribución,4,12,Básico,Transferencia Bancaria (ACH),1
CLI-1225,Salud & Pharma,4,8,Básico,Transferencia Bancaria (ACH),0
CLI-1226,Retail y Comercio,3,17,Premium,Transferencia Bancaria (ACH),1
CLI-1227,Salud & Pharma,48,12,Premium,Tarjeta de Crédito,0
CLI-1228,Retail y Comercio,39,11,Básico,PayPal Business,0
CLI-1229,Educación / EdTech,3,15,Básico,PayPal Business,1
CLI-1230,Retail y Comercio,3,11,Básico,PayPal Business,0
CLI-1231,Entretenimiento & Medios,3,10,Básico,Tarjeta de Crédito,0
CLI-1232,Manufactura Avanzada,15,52,Básico,Tarjeta de Crédito,1
CLI-1233,Salud & Pharma,48,5,Premium,Tarjeta de Crédito,0
CLI-1234,Retail y Comercio,7,17,Premium,PayPal Business,0
CLI-1235,Logística y Distribución,9,11,Básico,Transferencia Bancaria (ACH),1
CLI-1236,Educación / EdTech,28,15,Premium,Transferencia Bancaria (ACH),0
CLI-1237,Educación / EdTech,6,18,Premium,Transferencia Bancaria (ACH),0
CLI-1238,Manufactura Avanzada,4,33,Básico,Tarjeta de Crédito,1
CLI-1239,Logística y Distribución,8,19,Básico,Tarjeta de Crédito,0
CLI-1240,Logística y Distribución,12,10,Básico,Tarjeta de Crédito,0
CLI-1241,Entretenimiento & Medios,8,19,Básico,PayPal Business,0
CLI-1242,Retail y Comercio,14,5,Premium,Transferencia Bancaria (ACH),0
CLI-1243,Logística y Distribución,22,13,Básico,PayPal Business,1
CLI-1244,Fintech & Banca,9,37,Básico,PayPal Business,0
CLI-1245,Logística y Distribución,18,24,Básico,PayPal Business,0
CLI-1246,Salud & Pharma,17,9,Básico,PayPal Business,0
CLI-1247,Fintech & Banca,33,36,Básico,Transferencia Bancaria (ACH),0
CLI-1248,Retail y Comercio,10,18,Básico,Transferencia Bancaria (ACH),0
CLI-1249,Educación / EdTech,18,18,Premium,Transferencia Bancaria (ACH),0
CLI-1250,Retail y Comercio,10,20,Básico,Tarjeta de Crédito,1
CLI-1251,Fintech & Banca,21,56,Básico,Tarjeta de Crédito,0
CLI-1252,Manufactura Avanzada,4,26,Premium,Tarjeta de Crédito,1
CLI-1253,Fintech & Banca,5,47,Básico,Transferencia Bancaria (ACH),0
CLI-1254,Salud & Pharma,31,21,Básico,Tarjeta de Crédito,0
CLI-1255,Entretenimiento & Medios,11,7,Básico,Tarjeta de Crédito,0
CLI-1256,Salud & Pharma,8,25,Básico,Transferencia Bancaria (ACH),0
CLI-1257,Logística y Distribución,29,20,Básico,Tarjeta de Crédito,0
CLI-1258,Retail y Comercio,24,18,Básico,PayPal Business,0
CLI-1259,Logística y Distribución,26,18,Básico,Tarjeta de Crédito,0
CLI-1260,Retail y Comercio,31,10,Básico,Tarjeta de Crédito,1
CLI-1261,Fintech & Banca,4,34,Premium,Transferencia Bancaria (ACH),0
CLI-1262,Logística y Distribución,15,20,Básico,PayPal Business,0
CLI-1263,Entretenimiento & Medios,19,5,Básico,Tarjeta de Crédito,1
CLI-1264,Salud & Pharma,23,25,Básico,Transferencia Bancaria (ACH),0
CLI-1265,Manufactura Avanzada,19,47,Premium,Tarjeta de Crédito,0
CLI-1266,Logística y Distribución,6,7,Básico,Tarjeta de Crédito,1
CLI-1267,Logística y Distribución,4,21,Básico,Tarjeta de Crédito,1
CLI-1268,Entretenimiento & Medios,21,16,Básico,Transferencia Bancaria (ACH),0
CLI-1269,Educación / EdTech,12,13,Básico,PayPal Business,1
CLI-1270,Manufactura Avanzada,3,46,Básico,Transferencia Bancaria (ACH),0
CLI-1271,Logística y Distribución,7,15,Básico,Tarjeta de Crédito,0
CLI-1272,Fintech & Banca,14,36,Básico,PayPal Business,0
CLI-1273,Fintech & Banca,7,42,Básico,Tarjeta de Crédito,0
CLI-1274,Entretenimiento & Medios,33,15,Básico,Transferencia Bancaria (ACH),1
CLI-1275,Salud & Pharma,14,10,Básico,Tarjeta de Crédito,1
CLI-1276,Manufactura Avanzada,15,40,Básico,Transferencia Bancaria (ACH),0
CLI-1277,Salud & Pharma,37,8,Premium,Transferencia Bancaria (ACH),1
CLI-1278,Educación / EdTech,7,13,Básico,Transferencia Bancaria (ACH),1
CLI-1279,Fintech & Banca,19,41,Premium,Tarjeta de Crédito,0
CLI-1280,Salud & Pharma,18,15,Premium,Tarjeta de Crédito,1
CLI-1281,Manufactura Avanzada,7,47,Básico,PayPal Business,0
CLI-1282,Retail y Comercio,15,8,Básico,Transferencia Bancaria (ACH),0
CLI-1283,Manufactura Avanzada,21,53,Básico,Transferencia Bancaria (ACH),1
CLI-1284,Retail y Comercio,8,7,Básico,Transferencia Bancaria (ACH),1
CLI-1285,Fintech & Banca,4,30,Básico,PayPal Business,0
CLI-1286,Manufactura Avanzada,21,43,Premium,Tarjeta de Crédito,0
CLI-1287,Entretenimiento & Medios,4,7,Básico,PayPal Business,0
CLI-1288,Salud & Pharma,13,10,Premium,PayPal Business,0
CLI-1289,Manufactura Avanzada,47,47,Básico,Transferencia Bancaria (ACH),0
CLI-1290,Manufactura Avanzada,14,73,Básico,PayPal Business,0
CLI-1291,Retail y Comercio,16,6,Básico,Tarjeta de Crédito,1
CLI-1292,Manufactura Avanzada,8,32,Básico,Tarjeta de Crédito,1
CLI-1293,Entretenimiento & Medios,5,14,Básico,Transferencia Bancaria (ACH),1
CLI-1294,Salud & Pharma,31,16,Premium,PayPal Business,0
CLI-1295,Manufactura Avanzada,15,33,Básico,Tarjeta de Crédito,0
CLI-1296,Logística y Distribución,10,21,Premium,Tarjeta de Crédito,0
CLI-1297,Retail y Comercio,19,10,Básico,PayPal Business,0
CLI-1298,Educación / EdTech,4,12,Básico,Tarjeta de Crédito,0
CLI-1299,Fintech & Banca,19,52,Premium,PayPal Business,0
CLI-1300,Entretenimiento & Medios,12,19,Premium,Transferencia Bancaria (ACH),0
CLI-1301,Entretenimiento & Medios,16,12,Básico,Tarjeta de Crédito,1
CLI-1302,Manufactura Avanzada,29,19,Básico,Transferencia Bancaria (ACH),0
CLI-1303,Educación / EdTech,4,30,Básico,Transferencia Bancaria (ACH),0
CLI-1304,Logística y Distribución,4,11,Básico,PayPal Business,0
CLI-1305,Manufactura Avanzada,4,54,Básico,PayPal Business,1
CLI-1306,Fintech & Banca,17,67,Premium,Transferencia Bancaria (ACH),0
CLI-1307,Fintech & Banca,3,63,Básico,Transferencia Bancaria (ACH),1
CLI-1308,Logística y Distribución,8,14,Básico,Tarjeta de Crédito,0
CLI-1309,Logística y Distribución,34,17,Premium,PayPal Business,0
CLI-1310,Retail y Comercio,9,22,Básico,PayPal Business,0
CLI-1311,Fintech & Banca,11,47,Básico,Transferencia Bancaria (ACH),0
CLI-1312,Entretenimiento & Medios,9,9,Premium,Transferencia Bancaria (ACH),1
CLI-1313,Fintech & Banca,3,35,Premium,PayPal Business,0
CLI-1314,Fintech & Banca,19,38,Básico,Tarjeta de Crédito,0
CLI-1315,Entretenimiento & Medios,18,23,Básico,Transferencia Bancaria (ACH),0
CLI-1316,Retail y Comercio,10,11,Premium,PayPal Business,0
CLI-1317,Salud & Pharma,7,16,Premium,PayPal Business,0
CLI-1318,Retail y Comercio,9,9,Básico,Transferencia Bancaria (ACH),1
CLI-1319,Fintech & Banca,8,24,Premium,PayPal Business,0
CLI-1320,Entretenimiento & Medios,48,15,Básico,PayPal Business,0
CLI-1321,Educación / EdTech,9,9,Premium,Transferencia Bancaria (ACH),0
CLI-1322,Manufactura Avanzada,10,37,Básico,PayPal Business,0
CLI-1323,Manufactura Avanzada,18,63,Básico,Transferencia Bancaria (ACH),0
CLI-1324,Manufactura Avanzada,26,30,Premium,Tarjeta de Crédito,0
CLI-1325,Educación / EdTech,17,29,Básico,PayPal Business,0
CLI-1326,Fintech & Banca,10,33,Básico,PayPal Business,1
CLI-1327,Educación / EdTech,4,8,Premium,PayPal Business,1
CLI-1328,Entretenimiento & Medios,6,12,Básico,PayPal Business,1
CLI-1329,Manufactura Avanzada,14,51,Básico,Transferencia Bancaria (ACH),0
CLI-1330,Manufactura Avanzada,8,43,Premium,Tarjeta de Crédito,0
CLI-1331,Logística y Distribución,13,15,Premium,Transferencia Bancaria (ACH),0
CLI-1332,Educación / EdTech,10,10,Básico,Tarjeta de Crédito,0
CLI-1333,Retail y Comercio,5,13,Básico,Tarjeta de Crédito,0
CLI-1334,Logística y Distribución,4,8,Premium,PayPal Business,0
CLI-1335,Educación / EdTech,22,22,Básico,Transferencia Bancaria (ACH),0
CLI-1336,Retail y Comercio,12,16,Básico,Tarjeta de Crédito,0
CLI-1337,Logística y Distribución,27,10,Premium,Transferencia Bancaria (ACH),0
CLI-1338,Logística y Distribución,4,20,Premium,PayPal Business,1
CLI-1339,Salud & Pharma,48,18,Básico,Transferencia Bancaria (ACH),0
CLI-1340,Fintech & Banca,10,30,Básico,Transferencia Bancaria (ACH),0
CLI-1341,Salud & Pharma,15,16,Básico,Transferencia Bancaria (ACH),0
CLI-1342,Logística y Distribución,26,17,Premium,Transferencia Bancaria (ACH),0
CLI-1343,Manufactura Avanzada,3,32,Básico,PayPal Business,0
CLI-1344,Fintech & Banca,11,50,Básico,Tarjeta de Crédito,0
CLI-1345,Entretenimiento & Medios,9,15,Premium,Tarjeta de Crédito,0
CLI-1346,Retail y Comercio,9,11,Básico,Transferencia Bancaria (ACH),0
CLI-1347,Logística y Distribución,11,16,Básico,Transferencia Bancaria (ACH),1
CLI-1348,Salud & Pharma,25,22,Básico,Tarjeta de Crédito,0
CLI-1349,Manufactura Avanzada,27,54,Básico,Tarjeta de Crédito,0
CLI-1350,Manufactura Avanzada,10,46,Premium,Transferencia Bancaria (ACH),0
CLI-1351,Salud & Pharma,13,6,Básico,PayPal Business,1
CLI-1352,Salud & Pharma,14,18,Básico,Tarjeta de Crédito,1
CLI-1353,Retail y Comercio,3,23,Básico,Tarjeta de Crédito,0
CLI-1354,Salud & Pharma,6,18,Premium,PayPal Business,0
CLI-1355,Educación / EdTech,4,7,Básico,PayPal Business,1
CLI-1356,Retail y Comercio,6,13,Básico,Transferencia Bancaria (ACH),0
CLI-1357,Logística y Distribución,3,16,Básico,Transferencia Bancaria (ACH),0
CLI-1358,Entretenimiento & Medios,9,5,Premium,Transferencia Bancaria (ACH),0
CLI-1359,Retail y Comercio,5,10,Básico,Tarjeta de Crédito,1
CLI-1360,Retail y Comercio,14,15,Básico,PayPal Business,0
CLI-1361,Salud & Pharma,32,18,Básico,Tarjeta de Crédito,1
CLI-1362,Fintech & Banca,4,40,Básico,Tarjeta de Crédito,0
CLI-1363,Logística y Distribución,5,27,Básico,Transferencia Bancaria (ACH),0
CLI-1364,Retail y Comercio,43,18,Premium,Transferencia Bancaria (ACH),0
CLI-1365,Educación / EdTech,7,5,Básico,Transferencia Bancaria (ACH),1
CLI-1366,Manufactura Avanzada,48,41,Premium,Transferencia Bancaria (ACH),0
CLI-1367,Salud & Pharma,44,12,Básico,Transferencia Bancaria (ACH),1
CLI-1368,Logística y Distribución,4,8,Básico,Transferencia Bancaria (ACH),1
CLI-1369,Retail y Comercio,18,8,Básico,Tarjeta de Crédito,0
CLI-1370,Manufactura Avanzada,10,61,Básico,Tarjeta de Crédito,1
CLI-1371,Educación / EdTech,8,15,Premium,PayPal Business,0
CLI-1372,Educación / EdTech,8,18,Básico,Transferencia Bancaria (ACH),0
CLI-1373,Salud & Pharma,6,18,Básico,PayPal Business,0
CLI-1374,Logística y Distribución,12,21,Premium,Transferencia Bancaria (ACH),0
CLI-1375,Salud & Pharma,4,9,Premium,PayPal Business,0
CLI-1376,Salud & Pharma,48,7,Básico,PayPal Business,0
CLI-1377,Salud & Pharma,32,12,Básico,Transferencia Bancaria (ACH),1
CLI-1378,Entretenimiento & Medios,10,18,Premium,PayPal Business,1
CLI-1379,Manufactura Avanzada,5,32,Premium,PayPal Business,0
CLI-1380,Educación / EdTech,10,21,Básico,PayPal Business,1
CLI-1381,Entretenimiento & Medios,28,17,Básico,Transferencia Bancaria (ACH),1
CLI-1382,Fintech & Banca,19,43,Básico,Tarjeta de Crédito,0
CLI-1383,Fintech & Banca,10,13,Básico,Tarjeta de Crédito,0
CLI-1384,Educación / EdTech,48,21,Básico,Transferencia Bancaria (ACH),0
CLI-1385,Entretenimiento & Medios,18,8,Básico,PayPal Business,1
CLI-1386,Manufactura Avanzada,44,36,Premium,Transferencia Bancaria (ACH),0
CLI-1387,Educación / EdTech,36,23,Básico,Tarjeta de Crédito,1
CLI-1388,Manufactura Avanzada,10,25,Básico,Transferencia Bancaria (ACH),0
CLI-1389,Entretenimiento & Medios,15,7,Básico,Transferencia Bancaria (ACH),0
CLI-1390,Entretenimiento & Medios,14,16,Básico,Tarjeta de Crédito,0
CLI-1391,Manufactura Avanzada,6,54,Básico,PayPal Business,0
CLI-1392,Salud & Pharma,7,11,Premium,Tarjeta de Crédito,0
CLI-1393,Fintech & Banca,14,47,Básico,PayPal Business,0
CLI-1394,Entretenimiento & Medios,12,19,Básico,Tarjeta de Crédito,0
CLI-1395,Manufactura Avanzada,7,61,Básico,Tarjeta de Crédito,0
CLI-1396,Entretenimiento & Medios,7,6,Básico,PayPal Business,0
CLI-1397,Salud & Pharma,12,20,Básico,Transferencia Bancaria (ACH),0
CLI-1398,Salud & Pharma,15,9,Premium,PayPal Business,0
CLI-1399,Logística y Distribución,5,9,Básico,Tarjeta de Crédito,1
CLI-1400,Fintech & Banca,14,39,Básico,PayPal Business,0
CLI-1401,Educación / EdTech,13,14,Básico,Transferencia Bancaria (ACH),1
CLI-1402,Retail y Comercio,30,15,Básico,PayPal Business,0
CLI-1403,Educación / EdTech,33,22,Básico,Transferencia Bancaria (ACH),0
CLI-1404,Retail y Comercio,22,17,Premium,Tarjeta de Crédito,0
CLI-1405,Entretenimiento & Medios,14,11,Básico,Transferencia Bancaria (ACH),0
CLI-1406,Entretenimiento & Medios,6,10,Básico,Transferencia Bancaria (ACH),0
CLI-1407,Educación / EdTech,14,5,Básico,Tarjeta de Crédito,0
CLI-1408,Fintech & Banca,4,62,Básico,Tarjeta de Crédito,1
CLI-1409,Educación / EdTech,5,6,Básico,Transferencia Bancaria (ACH),0
CLI-1410,Retail y Comercio,10,15,Premium,Transferencia Bancaria (ACH),0
CLI-1411,Manufactura Avanzada,3,56,Premium,PayPal Business,1
CLI-1412,Salud & Pharma,40,22,Básico,Tarjeta de Crédito,0
CLI-1413,Salud & Pharma,5,14,Básico,PayPal Business,0
CLI-1414,Manufactura Avanzada,18,51,Premium,Transferencia Bancaria (ACH),0
CLI-1415,Manufactura Avanzada,40,47,Básico,Tarjeta de Crédito,1
CLI-1416,Educación / EdTech,6,12,Premium,PayPal Business,0
CLI-1417,Entretenimiento & Medios,7,12,Premium,PayPal Business,0
CLI-1418,Logística y Distribución,12,12,Premium,Tarjeta de Crédito,0
CLI-1419,Entretenimiento & Medios,6,19,Básico,Tarjeta de Crédito,0
CLI-1420,Fintech & Banca,10,49,Básico,Tarjeta de Crédito,0
CLI-1421,Retail y Comercio,48,18,Básico,PayPal Business,1
CLI-1422,Retail y Comercio,24,16,Premium,Transferencia Bancaria (ACH),0
CLI-1423,Educación / EdTech,19,14,Básico,Tarjeta de Crédito,0
CLI-1424,Fintech & Banca,18,45,Premium,Transferencia Bancaria (ACH),0
CLI-1425,Salud & Pharma,14,15,Básico,Tarjeta de Crédito,0
CLI-1426,Salud & Pharma,10,6,Básico,PayPal Business,0
CLI-1427,Retail y Comercio,22,11,Básico,Tarjeta de Crédito,0
CLI-1428,Retail y Comercio,6,6,Premium,PayPal Business,0
CLI-1429,Logística y Distribución,36,23,Premium,Transferencia Bancaria (ACH),1
CLI-1430,Logística y Distribución,29,10,Básico,Tarjeta de Crédito,0
CLI-1431,Entretenimiento & Medios,46,5,Básico,Tarjeta de Crédito,0
CLI-1432,Educación / EdTech,12,8,Básico,Tarjeta de Crédito,0
CLI-1433,Retail y Comercio,7,20,Premium,PayPal Business,0
CLI-1434,Logística y Distribución,8,11,Premium,PayPal Business,1
CLI-1435,Fintech & Banca,30,33,Premium,PayPal Business,0
CLI-1436,Entretenimiento & Medios,43,17,Premium,Tarjeta de Crédito,0
CLI-1437,Manufactura Avanzada,8,66,Básico,Transferencia Bancaria (ACH),0
CLI-1438,Educación / EdTech,4,15,Básico,PayPal Business,1
CLI-1439,Salud & Pharma,25,14,Premium,Transferencia Bancaria (ACH),0
CLI-1440,Fintech & Banca,22,44,Premium,Transferencia Bancaria (ACH),0
CLI-1441,Manufactura Avanzada,43,49,Básico,PayPal Business,0
CLI-1442,Logística y Distribución,20,12,Premium,Tarjeta de Crédito,0
CLI-1443,Educación / EdTech,18,18,Básico,Transferencia Bancaria (ACH),0
CLI-1444,Manufactura Avanzada,3,35,Premium,PayPal Business,1
CLI-1445,Educación / EdTech,12,12,Básico,Tarjeta de Crédito,0
CLI-1446,Retail y Comercio,28,21,Básico,Transferencia Bancaria (ACH),0
CLI-1447,Entretenimiento & Medios,5,15,Básico,Transferencia Bancaria (ACH),1
CLI-1448,Educación / EdTech,11,25,Premium,PayPal Business,0
CLI-1449,Fintech & Banca,27,32,Premium,PayPal Business,0
CLI-1450,Logística y Distribución,18,16,Premium,PayPal Business,0
CLI-1451,Retail y Comercio,9,17,Básico,PayPal Business,1
CLI-1452,Logística y Distribución,10,18,Premium,PayPal Business,0
CLI-1453,Retail y Comercio,3,15,Básico,Transferencia Bancaria (ACH),0
CLI-1454,Salud & Pharma,7,16,Básico,Transferencia Bancaria (ACH),0
CLI-1455,Manufactura Avanzada,42,51,Básico,PayPal Business,0
CLI-1456,Entretenimiento & Medios,5,10,Básico,Tarjeta de Crédito,1
CLI-1457,Educación / EdTech,14,14,Básico,Tarjeta de Crédito,0
CLI-1458,Educación / EdTech,8,16,Básico,Transferencia Bancaria (ACH),0
CLI-1459,Educación / EdTech,11,15,Básico,Transferencia Bancaria (ACH),0
CLI-1460,Entretenimiento & Medios,5,21,Premium,Tarjeta de Crédito,0
CLI-1461,Manufactura Avanzada,7,42,Básico,Tarjeta de Crédito,0
CLI-1462,Salud & Pharma,10,11,Básico,Tarjeta de Crédito,0
